district,total_infection,infection_incidence_rlp,infection_incidence_yr_0_11,infection_incidence_days_yr_12_19,infection_incidence_yr_20_59,infection_incidence_yr_60_above,hospitalized,total_covid19,covid19_incidence_rlp,covid19_incidence_yr_0_11,covid19_incidence_days_yr_12_19,covid19_incidence_yr_20_59,covid19_incidence_yr_60_above,deceased,Week_Number
Donnersbergkreis,654,865.4342651367188,216.08644104003906,650.5735473632812,1046.3973388671875,859.1282348632812,6,2,2.621403694152832,0,0,0,8.422825813293457,2,2022KW40
Kaiserslautern,1020,954.5824584960938,382.80328369140625,781.540771484375,1241.7249755859375,777.1234130859375,15,2,1.6094506978988647,0,0,0,6.071276664733887,3,2022KW40
KS Kaiserslautern,604,608.3068237304688,171.2654571533203,381.5628967285156,783.9482421875,479.8778381347656,3,0,0,0,0,0,0,3,2022KW40
Kusel,366,523.2383422851562,158.47860717773438,528.7648315429688,682.4318237304688,413.4302062988281,16,0,0,0,0,0,0,0,2022KW40
KS Pirmasens,214,534.2787475585938,337.91937255859375,604.982177734375,645.3926391601562,419.7967224121094,7,0,0,0,0,0,0,2,2022KW40
Südwestpfalz,686,723.4837036132812,309.69671630859375,689.9950561523438,894.7276611328125,611.1376342773438,15,0,0,0,0,0,0,0,2022KW40
KS Zweibrücken,244,715.7314453125,341.0059814453125,623.182373046875,847.16259765625,649.5288696289062,11,3,8.795074462890625,0,0,0,27.444881439208984,3,2022KW40
Rheinland-Pfalz,15460,376.4776916503906,293.1654357910156,415.6591796875,461.09649658203125,253.84393310546875,213,41,0.989351212978363,1.3107247352600098,0.3362938463687897,0.1894982010126114,2.4183290004730225,35,2022KW41
VG Mittelrhein-Westerwald,4472,354.094970703125,247.24624633789062,423.56732177734375,432.2744140625,247.93727111816406,47,5,0.3958837687969208,0,0,0.3123370110988617,0.766816258430481,4,2022KW41
Ahrweiler,449,350.381591796875,202.6929168701172,539.8575439453125,436.73651123046875,230.96865844726562,5,0,0,0,0,0,0,0,2022KW41
Altenkirchen,358,276.9590148925781,68.23143768310547,219.80322265625,391.8916931152344,180.08103942871094,6,3,2.32088565826416,0,0,3.073660373687744,2.5011255741119385,1,2022KW41
Cochem-Zell,266,430.8739013671875,310.0522155761719,318.833984375,536.6785278320312,335.82806396484375,4,0,0,0,0,0,0,1,2022KW41
KS Koblenz,346,304.4756164550781,230.0613555908203,299.3604431152344,356.0659484863281,232.88308715820312,7,0,0,0,0,0,0,0,2022KW41
Mayen-Koblenz,757,351.3641357421875,236.8191375732422,605.6356201171875,413.79937744140625,228.87110900878906,5,0,0,0,0,0,0,1,2022KW41
Neuwied,571,309.6697082519531,205.61708068847656,275.67681884765625,399.1885986328125,211.80084228515625,6,0,0,0,0,0,0,0,2022KW41
Rhein-Hunsrück,554,533.888427734375,397.210693359375,710.33935546875,606.1427612304688,427.7366027832031,5,0,0,0,0,0,0,0,2022KW41
Rhein-Lahn,386,314.52691650390625,308.8512268066406,305.9143371582031,381.0302429199219,215.33706665039062,1,0,0,0,0,0,0,1,2022KW41
Westerwaldkreis,785,385.1229553222656,319.9169921875,449.3516540527344,462.4542541503906,259.6629333496094,8,2,0.9812050461769104,0,0,0,3.3078081607818604,0,2022KW41
VG Rheinhessen-Nahe,3825,432.0047302246094,411.18670654296875,462.39544677734375,509.26373291015625,290.6634216308594,85,23,2.589489459991455,6.046863079071045,0,0,6.677402973175049,9,2022KW41
Alzey-Worms,573,436.30548095703125,502.3183898925781,454.5454406738281,514.62060546875,268.95623779296875,24,8,6.089902400970459,19.31993865966797,0,0,12.930588722229004,5,2022KW41
Bad Kreuznach,725,454.8249206542969,430.521728515625,459.22271728515625,546.9959716796875,320.3375244140625,5,4,2.5091426372528076,5.664759635925293,0,0,5.859832763671875,0,2022KW41
Birkenfeld,431,533.092529296875,386.8471984863281,924.1499633789062,663.699951171875,307.40740966796875,3,1,1.2006676197052002,0,0,0,3.7037036418914795,1,2022KW41
Mainz-Bingen,965,454.2886657714844,430.566162109375,482.001220703125,545.9332275390625,298.77313232421875,10,1,0.470468670129776,0,0,0,1.5892187356948853,0,2022KW41
KS Mainz,772,354.8511657714844,294.6691589355469,260.3433837890625,414.05792236328125,257.5408630371094,25,3,1.3778343200683594,0,0,0,5.853201866149902,2,2022KW41
KS Worms,359,428.1455078125,469.7181701660156,465.044189453125,485.80224609375,293.0185241699219,18,6,7.155634880065918,19.988006591796875,0,0,16.98657989501953,1,2022KW41
VG Rheinpfalz,2777,308.3017272949219,210.9156036376953,298.8260498046875,386.49273681640625,214.94573974609375,43,11,1.2211191654205322,0,1.5246226787567139,0.4342615008354187,2.954580783843994,10,2022KW41
Bad Dürkheim,544,408.3900146484375,326.8902893066406,365.2379455566406,548.2691650390625,239.31471252441406,8,1,0.7505591511726379,0,0,0,2.236586093902588,0,2022KW41
KS Frankenthal,175,358.8050842285156,310.1309509277344,510.05950927734375,461.6506042480469,169.53750610351562,2,0,0,0,0,0,0,2,2022KW41
Germersheim,427,330.20654296875,231.95706176757812,319.8514099121094,389.9647216796875,264.22216796875,0,0,0,0,0,0,0,1,2022KW41
KS Landau i.d.Pf.,147,313.305908203125,247.6780242919922,493.6748046875,355.4638366699219,205.2091522216797,2,0,0,0,0,0,0,2,2022KW41
KS Ludwigshafen,380,220.744140625,108.10810852050781,227.28939819335938,281.94476318359375,145.22821044921875,9,1,0.5808854103088379,0,0,1.076125144958496,0,3,2022KW41
KS Neustadt a.d.W.,188,351.46099853515625,270.7275695800781,425.1926574707031,452.4192810058594,214.2534942626953,10,2,3.7383177280426025,0,0,0,11.27649974822998,0,2022KW41
Rhein-Pfalz-Kreis,427,275.39501953125,183.54566955566406,183.50306701660156,335.6705017089844,235.2067413330078,6,5,3.2246830463409424,0,9.175153732299805,0,8.252867698669434,0,2022KW41
KS Speyer,106,209.63116455078125,18.535680770874023,107.99136352539062,295.7889099121094,158.5087432861328,2,2,3.954914093017578,0,0,3.8919591903686523,6.340350151062012,2,2022KW41
Südliche Weinstr.,383,344.179931640625,275.1375732421875,332.7361145019531,430.551025390625,237.61500549316406,4,0,0,0,0,0,0,0,2022KW41
VG Trier,1666,310.3738708496094,197.78140258789062,346.18048095703125,373.5618896484375,230.11239624023438,13,1,0.18455326557159424,0,0,0,0.6339184641838074,3,2022KW41
Bernkastel-Wittlich,335,295.95208740234375,215.96543884277344,377.726318359375,334.5369567871094,244.5191650390625,3,1,0.8708904981613159,0,0,0,2.7786269187927246,0,2022KW41
Bitburg-Prüm,292,289.226318359375,120.78336334228516,293.059814453125,374.31011962890625,203.40362548828125,8,0,0,0,0,0,0,0,2022KW41
Trier-Saarburg,461,304.9607238769531,229.3173370361328,257.59918212890625,375.9157409667969,222.11752319335938,1,0,0,0,0,0,0,1,2022KW41
KS Trier,349,315.63714599609375,183.21730041503906,446.9122314453125,364.9411315917969,214.38604736328125,0,0,0,0,0,0,0,1,2022KW41
Vulkaneifel,229,376.137451171875,244.73812866210938,446.74346923828125,458.7616882324219,281.0486145019531,1,0,0,0,0,0,0,1,2022KW41
VG Westpfalz,2720,522.4469604492188,447.1958312988281,597.4894409179688,671.8380126953125,297.2447814941406,25,1,0.18173062801361084,0,0,0,0.6017100811004639,9,2022KW41
Donnersbergkreis,584,772.8036499023438,336.13446044921875,1266.9063720703125,990.6249389648438,459.04400634765625,7,0,0,0,0,0,0,1,2022KW41
Kaiserslautern,657,614.8634033203125,485.86572265625,508.62176513671875,836.1076049804688,343.0271301269531,0,0,0,0,0,0,0,4,2022KW41
KS Kaiserslautern,467,470.3299255371094,494.7668762207031,473.1379699707031,557.3524780273438,287.1996154785156,0,0,0,0,0,0,0,2,2022KW41
Kusel,349,498.9349365234375,699.9471435546875,507.6142272949219,637.9254150390625,238.03558349609375,1,0,0,0,0,0,0,0,2022KW41
KS Pirmasens,97,242.17306518554688,217.23388671875,249.11032104492188,317.57415771484375,139.93223571777344,4,0,0,0,0,0,0,2,2022KW41
Südwestpfalz,399,420.8017272949219,320.37591552734375,377.85443115234375,567.3882446289062,256.3796691894531,8,0,0,0,0,0,0,0,2022KW41
KS Zweibrücken,167,489.8653564453125,483.091796875,747.81884765625,586.0508422851562,283.59710693359375,5,1,2.9316916465759277,0,0,0,9.148293495178223,0,2022KW41
Rheinland-Pfalz,15460,376.4776916503906,293.1654357910156,415.6591796875,461.09649658203125,253.84393310546875,213,41,0.989351212978363,1.3107247352600098,0.3362938463687897,0.1894982010126114,2.4183290004730225,35,2022KW42
VG Mittelrhein-Westerwald,4472,354.094970703125,247.24624633789062,423.56732177734375,432.2744140625,247.93727111816406,47,5,0.3958837687969208,0,0,0.3123370110988617,0.766816258430481,4,2022KW42
Ahrweiler,449,350.381591796875,202.6929168701172,539.8575439453125,436.73651123046875,230.96865844726562,5,0,0,0,0,0,0,0,2022KW42
Altenkirchen,358,276.9590148925781,68.23143768310547,219.80322265625,391.8916931152344,180.08103942871094,6,3,2.32088565826416,0,0,3.073660373687744,2.5011255741119385,1,2022KW42
Cochem-Zell,266,430.8739013671875,310.0522155761719,318.833984375,536.6785278320312,335.82806396484375,4,0,0,0,0,0,0,1,2022KW42
KS Koblenz,346,304.4756164550781,230.0613555908203,299.3604431152344,356.0659484863281,232.88308715820312,7,0,0,0,0,0,0,0,2022KW42
Mayen-Koblenz,757,351.3641357421875,236.8191375732422,605.6356201171875,413.79937744140625,228.87110900878906,5,0,0,0,0,0,0,1,2022KW42
Neuwied,571,309.6697082519531,205.61708068847656,275.67681884765625,399.1885986328125,211.80084228515625,6,0,0,0,0,0,0,0,2022KW42
Rhein-Hunsrück,554,533.888427734375,397.210693359375,710.33935546875,606.1427612304688,427.7366027832031,5,0,0,0,0,0,0,0,2022KW42
Rhein-Lahn,386,314.52691650390625,308.8512268066406,305.9143371582031,381.0302429199219,215.33706665039062,1,0,0,0,0,0,0,1,2022KW42
Westerwaldkreis,785,385.1229553222656,319.9169921875,449.3516540527344,462.4542541503906,259.6629333496094,8,2,0.9812050461769104,0,0,0,3.3078081607818604,0,2022KW42
VG Rheinhessen-Nahe,3825,432.0047302246094,411.18670654296875,462.39544677734375,509.26373291015625,290.6634216308594,85,23,2.589489459991455,6.046863079071045,0,0,6.677402973175049,9,2022KW42
Alzey-Worms,573,436.30548095703125,502.3183898925781,454.5454406738281,514.62060546875,268.95623779296875,24,8,6.089902400970459,19.31993865966797,0,0,12.930588722229004,5,2022KW42
Bad Kreuznach,725,454.8249206542969,430.521728515625,459.22271728515625,546.9959716796875,320.3375244140625,5,4,2.5091426372528076,5.664759635925293,0,0,5.859832763671875,0,2022KW42
Birkenfeld,431,533.092529296875,386.8471984863281,924.1499633789062,663.699951171875,307.40740966796875,3,1,1.2006676197052002,0,0,0,3.7037036418914795,1,2022KW42
Mainz-Bingen,965,454.2886657714844,430.566162109375,482.001220703125,545.9332275390625,298.77313232421875,10,1,0.470468670129776,0,0,0,1.5892187356948853,0,2022KW42
KS Mainz,772,354.8511657714844,294.6691589355469,260.3433837890625,414.05792236328125,257.5408630371094,25,3,1.3778343200683594,0,0,0,5.853201866149902,2,2022KW42
KS Worms,359,428.1455078125,469.7181701660156,465.044189453125,485.80224609375,293.0185241699219,18,6,7.155634880065918,19.988006591796875,0,0,16.98657989501953,1,2022KW42
VG Rheinpfalz,2777,308.3017272949219,210.9156036376953,298.8260498046875,386.49273681640625,214.94573974609375,43,11,1.2211191654205322,0,1.5246226787567139,0.4342615008354187,2.954580783843994,10,2022KW42
Bad Dürkheim,544,408.3900146484375,326.8902893066406,365.2379455566406,548.2691650390625,239.31471252441406,8,1,0.7505591511726379,0,0,0,2.236586093902588,0,2022KW42
KS Frankenthal,175,358.8050842285156,310.1309509277344,510.05950927734375,461.6506042480469,169.53750610351562,2,0,0,0,0,0,0,2,2022KW42
Germersheim,427,330.20654296875,231.95706176757812,319.8514099121094,389.9647216796875,264.22216796875,0,0,0,0,0,0,0,1,2022KW42
KS Landau i.d.Pf.,147,313.305908203125,247.6780242919922,493.6748046875,355.4638366699219,205.2091522216797,2,0,0,0,0,0,0,2,2022KW42
KS Ludwigshafen,380,220.744140625,108.10810852050781,227.28939819335938,281.94476318359375,145.22821044921875,9,1,0.5808854103088379,0,0,1.076125144958496,0,3,2022KW42
KS Neustadt a.d.W.,188,351.46099853515625,270.7275695800781,425.1926574707031,452.4192810058594,214.2534942626953,10,2,3.7383177280426025,0,0,0,11.27649974822998,0,2022KW42
Rhein-Pfalz-Kreis,427,275.39501953125,183.54566955566406,183.50306701660156,335.6705017089844,235.2067413330078,6,5,3.2246830463409424,0,9.175153732299805,0,8.252867698669434,0,2022KW42
KS Speyer,106,209.63116455078125,18.535680770874023,107.99136352539062,295.7889099121094,158.5087432861328,2,2,3.954914093017578,0,0,3.8919591903686523,6.340350151062012,2,2022KW42
Südliche Weinstr.,383,344.179931640625,275.1375732421875,332.7361145019531,430.551025390625,237.61500549316406,4,0,0,0,0,0,0,0,2022KW42
VG Trier,1666,310.3738708496094,197.78140258789062,346.18048095703125,373.5618896484375,230.11239624023438,13,1,0.18455326557159424,0,0,0,0.6339184641838074,3,2022KW42
Bernkastel-Wittlich,335,295.95208740234375,215.96543884277344,377.726318359375,334.5369567871094,244.5191650390625,3,1,0.8708904981613159,0,0,0,2.7786269187927246,0,2022KW42
Bitburg-Prüm,292,289.226318359375,120.78336334228516,293.059814453125,374.31011962890625,203.40362548828125,8,0,0,0,0,0,0,0,2022KW42
Trier-Saarburg,461,304.9607238769531,229.3173370361328,257.59918212890625,375.9157409667969,222.11752319335938,1,0,0,0,0,0,0,1,2022KW42
KS Trier,349,315.63714599609375,183.21730041503906,446.9122314453125,364.9411315917969,214.38604736328125,0,0,0,0,0,0,0,1,2022KW42
Vulkaneifel,229,376.137451171875,244.73812866210938,446.74346923828125,458.7616882324219,281.0486145019531,1,0,0,0,0,0,0,1,2022KW42
VG Westpfalz,2720,522.4469604492188,447.1958312988281,597.4894409179688,671.8380126953125,297.2447814941406,25,1,0.18173062801361084,0,0,0,0.6017100811004639,9,2022KW42
Donnersbergkreis,584,772.8036499023438,336.13446044921875,1266.9063720703125,990.6249389648438,459.04400634765625,7,0,0,0,0,0,0,1,2022KW42
Kaiserslautern,657,614.8634033203125,485.86572265625,508.62176513671875,836.1076049804688,343.0271301269531,0,0,0,0,0,0,0,4,2022KW42
KS Kaiserslautern,467,470.3299255371094,494.7668762207031,473.1379699707031,557.3524780273438,287.1996154785156,0,0,0,0,0,0,0,2,2022KW42
Kusel,349,498.9349365234375,699.9471435546875,507.6142272949219,637.9254150390625,238.03558349609375,1,0,0,0,0,0,0,0,2022KW42
KS Pirmasens,97,242.17306518554688,217.23388671875,249.11032104492188,317.57415771484375,139.93223571777344,4,0,0,0,0,0,0,2,2022KW42
Südwestpfalz,399,420.8017272949219,320.37591552734375,377.85443115234375,567.3882446289062,256.3796691894531,8,0,0,0,0,0,0,0,2022KW42
KS Zweibrücken,167,489.8653564453125,483.091796875,747.81884765625,586.0508422851562,283.59710693359375,5,1,2.9316916465759277,0,0,0,9.148293495178223,0,2022KW42
Rheinland-Pfalz,20863,508.0500793457031,139.15528869628906,237.087158203125,615.5375366210938,526.2283935546875,415,74,1.7856582403182983,1.3107247352600098,0.3362938463687897,0.2842473089694977,4.917268753051758,136,2022KW43
VG Mittelrhein-Westerwald,6380,505.1712646484375,147.63108825683594,243.90509033203125,632.1701049804688,486.1615295410156,142,23,1.8210653066635132,2.1499674320220947,0,0.3123370110988617,4.600897789001465,36,2022KW43
Ahrweiler,578,451.04803466796875,108.58549499511719,183.7812957763672,587.0625,414.80084228515625,12,1,0.7803599238395691,0,0,0,2.356822967529297,2,2022KW43
Altenkirchen,714,552.3707885742188,122.81659698486328,355.87188720703125,714.6260375976562,492.7217102050781,15,2,1.5472570657730103,0,0,0,5.002251148223877,4,2022KW43
Cochem-Zell,331,536.1626586914062,179.50392150878906,68.32156372070312,655.208740234375,566.1101684570312,3,2,3.2371888160705566,16.318538665771484,0,0,4.797543525695801,5,2022KW43
KS Koblenz,518,455.83343505859375,144.8534393310547,95.25105285644531,562.9691162109375,444.0304260253906,12,0,0,0,0,0,0,0,2022KW43
Mayen-Koblenz,1031,478.54217529296875,178.65304565429688,223.12890625,599.7356567382812,447.1322937011719,42,6,2.7849206924438477,0,0,0.9114524126052856,7.5785136222839355,3,2022KW43
Neuwied,749,406.2042541503906,130.84722900390625,204.99046325683594,525.019775390625,367.1214599609375,14,1,0.5423287749290466,0,0,0,1.7650070190429688,2,2022KW43
Rhein-Hunsrück,644,620.6212158203125,132.403564453125,394.63299560546875,695.2244262695312,722.9351196289062,10,0,0,0,0,0,0,3,2022KW43
Rhein-Lahn,638,519.86572265625,218.45574951171875,260.59368896484375,650.8585205078125,476.2749328613281,3,0,0,0,0,0,0,1,2022KW43
Westerwaldkreis,1177,577.4391479492188,129.69607543945312,301.7075500488281,729.0343017578125,557.3656616210938,31,11,5.396627426147461,8.646405220031738,0,0.9554839730262756,13.231232643127441,16,2022KW43
VG Rheinhessen-Nahe,6204,700.6947021484375,172.33560180664062,339.8141174316406,833.5741577148438,754.1537475585938,95,17,1.9139703512191772,0,1.551662564277649,0.6421988606452942,5.1062493324279785,24,2022KW43
Alzey-Worms,1154,878.7025146484375,206.079345703125,494.9494934082031,1067.912109375,918.07177734375,6,3,2.2837133407592773,0,0,1.4873427152633667,5.172235488891602,5,2022KW43
Bad Kreuznach,1263,792.3363647460938,186.9370574951172,425.20623779296875,959.4639282226562,828.189697265625,9,0,0,0,0,0,0,8,2022KW43
Birkenfeld,452,559.06689453125,159.29002380371094,261.5518798828125,671.3286743164062,588.888916015625,13,0,0,0,0,0,0,1,2022KW43
Mainz-Bingen,1592,749.4586181640625,229.36703491210938,366.0768737792969,896.0325317382812,802.5554809570312,19,6,2.822812080383301,0,0,0,9.53531265258789,6,2022KW43
KS Mainz,1237,568.5892333984375,116.08179473876953,211.08921813964844,664.651611328125,622.3904418945312,42,5,2.2963905334472656,0,7.036307334899902,0.7710576057434082,5.853201866149902,2,2022KW43
KS Worms,506,603.4585571289062,89.94602966308594,232.5220947265625,738.966796875,670.9699096679688,6,3,3.577817440032959,0,0,2.28076171875,8.493289947509766,2,2022KW43
VG Rheinpfalz,2674,296.86669921875,84.75147247314453,132.6421661376953,343.2837219238281,339.03814697265625,68,19,2.109205722808838,0.9630849361419678,0,0.21713075041770935,6.278483867645264,26,2022KW43
Bad Dürkheim,684,513.4903564453125,255.82717895507812,322.2687683105469,588.1991577148438,525.5977172851562,16,0,0,0,0,0,0,9,2022KW43
KS Frankenthal,28,57.4088134765625,0,0,72.89220428466797,67.81500244140625,0,0,0,0,0,0,0,0,2022KW43
Germersheim,674,521.2159423828125,119.29219818115234,340.48699951171875,616.8262939453125,558.1019287109375,10,10,7.73209810256958,0,0,0,26.961444854736328,0,2022KW43
KS Landau i.d.Pf.,208,443.31719970703125,144.47885131835938,92.56402587890625,496.8849182128906,536.7008666992188,8,2,4.262483596801758,0,0,0,15.785319328308105,2,2022KW43
KS Ludwigshafen,81,47.0533561706543,4.504504680633545,14.66383171081543,50.577880859375,71.46150207519531,5,3,1.7426561117172241,0,0,0,6.9156293869018555,3,2022KW43
KS Neustadt a.d.W.,316,590.7536010742188,67.68189239501953,159.44725036621094,632.6201782226562,794.9932250976562,13,0,0,0,0,0,0,5,2022KW43
Rhein-Pfalz-Kreis,112,72.2347640991211,32.390411376953125,18.35030746459961,75.1694564819336,94.9079818725586,4,3,1.9348098039627075,5.398402214050293,0,1.296025037765503,2.0632169246673584,0,2022KW43
KS Speyer,35,69.21784210205078,0,0,97.29898071289062,63.403499603271484,0,0,0,0,0,0,0,1,2022KW43
Südliche Weinstr.,536,481.67218017578125,133.40003967285156,140.77296447753906,613.2638549804688,469.7041015625,12,1,0.8986421227455139,0,0,0,2.762965202331543,6,2022KW43
VG Trier,2387,444.6953125,115.22917175292969,189.75819396972656,542.427490234375,454.51953125,22,2,0.3691065311431885,3.4396767616271973,0,0,0,16,2022KW43
Bernkastel-Wittlich,421,371.9278259277344,127.97952270507812,170.58609008789062,454.89947509765625,372.33599853515625,12,2,1.7417809963226318,15.997440338134766,0,0,0,6,2022KW43
Bitburg-Prüm,385,381.3429260253906,43.13691711425781,159.85079956054688,448.7901611328125,450.8780212402344,7,0,0,0,0,0,0,8,2022KW43
Trier-Saarburg,685,453.1412353515625,123.47856903076172,163.14614868164062,578.6279907226562,435.2605895996094,0,0,0,0,0,0,0,1,2022KW43
KS Trier,541,489.2828063964844,109.93037414550781,216.68472290039062,570.4121704101562,521.1798706054688,0,0,0,0,0,0,0,1,2022KW43
Vulkaneifel,355,583.0951538085938,212.10638427734375,305.6665954589844,716.6058349609375,557.2515258789062,3,0,0,0,0,0,0,0,2022KW43
VG Westpfalz,3218,618.1008911132812,184.1394500732422,276.8185119628906,743.8890991210938,644.4314575195312,88,13,2.3624980449676514,0,0,0,7.822230815887451,34,2022KW43
Donnersbergkreis,371,490.9420471191406,108.04322052001953,188.32391357421875,571.003662109375,572.7521362304688,13,3,3.932105541229248,0,0,0,12.634239196777344,3,2022KW43
Kaiserslautern,770,720.6161499023438,272.3792724609375,248.10816955566406,893.5062866210938,746.7670288085938,19,1,0.8047253489494324,0,0,0,3.0356383323669434,4,2022KW43
KS Kaiserslautern,545,548.8861083984375,123.69171905517578,289.98779296875,619.4835815429688,632.5662841796875,14,4,3.780932664871216,0,0,0,14.541752815246582,8,2022KW43
Kusel,368,526.0975952148438,105.65240478515625,232.65650939941406,649.7937622070312,542.88818359375,5,0,0,0,0,0,0,1,2022KW43
KS Pirmasens,280,699.0562744140625,144.8225860595703,284.697509765625,901.5007934570312,662.8369140625,15,3,7.4874587059021,0,0,0,22.09456443786621,2,2022KW43
Südwestpfalz,633,667.5877075195312,245.6215362548828,344.9975280761719,829.259765625,623.062255859375,19,2,2.0830729007720947,0,0,0,5.962317943572998,12,2022KW43
KS Zweibrücken,251,736.2647094726562,255.7544708251953,457.00042724609375,841.360107421875,786.7532958984375,3,0,0,0,0,0,0,4,2022KW43
Rheinland-Pfalz,29873,727.4591064453125,189.1812744140625,368.57806396484375,876.3344116210938,758.791015625,443,87,2.0993549823760986,0.4369082748889923,0.6725876927375793,0.5211200714111328,5.803989410400391,117,2022KW44
VG Mittelrhein-Westerwald,7900,625.5255737304688,153.3643341064453,326.6585998535156,772.8779296875,622.910400390625,112,16,1.2668280601501465,0.7166557908058167,0,0.15616850554943085,3.5784759521484375,30,2022KW44
Ahrweiler,861,671.889892578125,209.93194580078125,379.0489196777344,794.3540649414062,699.9764404296875,19,0,0,0,0,0,0,1,2022KW44
Altenkirchen,957,740.362548828125,163.75546264648438,554.741455078125,962.0556640625,635.285888671875,16,3,2.32088565826416,0,0,0,7.503376483917236,2,2022KW44
Cochem-Zell,368,596.09619140625,146.86683654785156,273.2862548828125,688.1337890625,662.06103515625,6,4,6.474377632141113,0,0,0,19.190174102783203,6,2022KW44
KS Koblenz,447,393.3543395996094,68.16632843017578,163.2875213623047,468.3389892578125,419.1895751953125,0,0,0,0,0,0,0,0,2022KW44
Mayen-Koblenz,885,410.7757873535156,112.177490234375,159.37779235839844,498.564453125,433.490966796875,3,1,0.4641534388065338,0,0,0,1.515702724456787,2,2022KW44
Neuwied,1066,578.1224365234375,107.48165893554688,226.1963653564453,790.783935546875,497.7319641113281,5,0,0,0,0,0,0,2,2022KW44
Rhein-Hunsrück,1018,981.0440673828125,247.1533203125,591.949462890625,1134.8232421875,1081.3905029296875,19,0,0,0,0,0,0,2,2022KW44
Rhein-Lahn,914,744.7606201171875,218.45574951171875,543.8477172851562,940.3107299804688,663.7448120117188,2,0,0,0,0,0,0,2,2022KW44
Westerwaldkreis,1384,678.993896484375,159.95849609375,256.7723693847656,843.6923828125,701.2553100585938,42,8,3.9248201847076416,4.323202610015869,0,0.9554839730262756,9.923423767089844,13,2022KW44
VG Rheinhessen-Nahe,8846,999.0885620117188,277.14788818359375,561.7018432617188,1176.0802001953125,1066.4205322265625,119,38,4.278286933898926,0,3.103325128555298,1.7125303745269775,10.998075485229492,24,2022KW44
Alzey-Worms,1977,1505.3681640625,418.5986633300781,1040.404052734375,1859.1783447265625,1445.6397705078125,11,7,5.328664302825928,0,0,2.9746854305267334,12.930588722229004,6,2022KW44
Bad Kreuznach,1593,999.360107421875,260.5789489746094,561.272216796875,1199.3299560546875,1046.956787109375,10,5,3.1364283561706543,0,0,1.269132137298584,7.8131103515625,5,2022KW44
Birkenfeld,588,727.28173828125,238.93502807617188,505.6669616699219,928.1627197265625,640.74072265625,5,0,0,0,0,0,0,1,2022KW44
Mainz-Bingen,2103,990.019775390625,293.7507629394531,555.2166137695312,1132.51123046875,1133.1129150390625,36,8,3.763749361038208,0,6.10128116607666,0,11.124530792236328,6,2022KW44
KS Mainz,1482,681.2039184570312,178.58737182617188,260.3433837890625,800.3577880859375,716.0416870117188,36,11,5.052059173583984,0,7.036307334899902,1.5421152114868164,15.608537673950195,3,2022KW44
KS Worms,1103,1315.4442138671875,299.8200988769531,558.0530395507812,1528.1103515625,1558.518798828125,21,7,8.348240852355957,0,0,6.84228515625,16.98657989501953,3,2022KW44
VG Rheinpfalz,4626,513.5771484375,123.27487182617188,221.07028198242188,601.6693115234375,584.268310546875,84,18,1.998194932937622,0,0,0.21713075041770935,6.278483867645264,18,2022KW44
Bad Dürkheim,716,537.5133056640625,213.18931579589844,247.07272338867188,618.9144897460938,581.5123901367188,26,0,0,0,0,0,0,4,2022KW44
KS Frankenthal,251,514.6289672851562,34.45899200439453,340.0396728515625,603.3854370117188,596.7720336914062,1,1,2.0503146648406982,0,0,0,6.781499862670898,0,2022KW44
Germersheim,285,220.39547729492188,79.52812957763672,61.9067268371582,269.86151123046875,229.1722869873047,0,0,0,0,0,0,0,0,2022KW44
KS Landau i.d.Pf.,324,690.5518188476562,247.6780242919922,308.5467529296875,775.9049072265625,781.3733520507812,8,0,0,0,0,0,0,1,2022KW44
KS Ludwigshafen,652,378.7504577636719,40.5405387878418,109.9787368774414,423.9932861328125,539.4190673828125,16,9,5.227968692779541,0,0,1.076125144958496,18.441679000854492,3,2022KW44
KS Neustadt a.d.W.,379,708.5303955078125,186.12521362304688,292.3199462890625,931.677001953125,642.760498046875,10,0,0,0,0,0,0,4,2022KW44
Rhein-Pfalz-Kreis,729,470.1708984375,97.17123413085938,220.2036895751953,543.0344848632812,552.942138671875,12,6,3.869619607925415,0,0,0,12.379302024841309,1,2022KW44
KS Speyer,319,630.8711547851562,92.67840576171875,134.98919677734375,778.391845703125,691.09814453125,3,2,3.954914093017578,0,0,0,12.680700302124023,1,2022KW44
Südliche Weinstr.,971,872.58154296875,241.78756713867188,499.10418701171875,1045.6239013671875,897.9636840820312,8,0,0,0,0,0,0,4,2022KW44
VG Trier,3690,687.4426879882812,156.5052947998047,302.5873718261719,848.9398193359375,689.7032470703125,31,6,1.1073195934295654,1.7198383808135986,0,0,3.1695921421051025,16,2022KW44
Bernkastel-Wittlich,655,578.652587890625,207.9667205810547,219.32496643066406,738.1053466796875,539.0535888671875,13,5,4.354452610015869,7.998720169067383,0,0,11.114507675170898,9,2022KW44
Bitburg-Prüm,585,579.443115234375,69.0190658569336,266.4179992675781,697.0570678710938,650.8916015625,13,0,0,0,0,0,0,5,2022KW44
Trier-Saarburg,1064,703.8572998046875,146.998291015625,352.0522155761719,886.5452880859375,688.7886962890625,0,0,0,0,0,0,0,1,2022KW44
KS Trier,837,756.9865112304688,155.7346954345703,284.3987121582031,920.0196533203125,735.56591796875,0,0,0,0,0,0,0,1,2022KW44
Vulkaneifel,549,901.744384765625,244.73812866210938,423.23065185546875,1071.5601806640625,949.7504272460938,5,1,1.6421979665756226,0,0,0,4.845665454864502,0,2022KW44
